User Name,Review,Rating
Keisha Alyna Linco,I like those barbarian so strong,5
John carlo Balbero,Nice,5
Minda Salaum,Okey keeyo,5
Saraswati Chondar,Still the best,5
Jhuriboi Sulpico,Very nice game,5
Ash Kaung,Good game:(,4
Jose daniel Callos,why have no global chat?,3
Maura,Love this Game,5
cheah peter,Good,4
Gar Baltazar,Im enjoying playing COC..THANKS..,5
Chad Thomson,Love the game it is one of my favorites,5
Aeron Mariano,Nice game never change,5
ENTIRE HORSES,Good,5
Jorge Diaz,Its doesn't work,1
Jordan Sowell,K K,5
Mike Brown,Smthus game is so much fun and means just good time to us!,5
Umayel Ahmed,Wonderful 😊,4
rasak ayomide,I love this game😪😭❤️,5
Fe Aureada,This gàme is so amazing,5
Ashrey Ramirez,It's a really good strategy game. Love it 5 stars.,5
Rhomark jhon Acena,This when I get tropies when I attack it's 3 or 2 tropies and when they attack me 34 tropies thats not fair and I don't like clash of clans anymore,1
Beverly Gal,😡,2
Shiran Sanjana,Superb,5
Alham Safi,Nice,5
Danse Lane,It's great and fun but waiting times are too long when at high level. I am TH10 and it takes 4 days to upgrade heroes. For each level....,3
Ivy Villanueva,Its fun ..im enjoying it a lot with my friends i give 5 stars,5
Charlex Vincent Duran,Its the best online game that i play in my life,5
Joan Adecer,So good,5
Jim Coles,great,5
Vinceearl Retutas,Best game 🎮,5
John Paul Jaurequi,It Is fun but very money grabbing,4
Gerald Maulson,"I have an account, asks me to verify but I'm not getting the email. Please fix this",1
TCH38,very nice,5
Edmond Ran,best game na,5
Brett VanderVeen,Pretty good game,4
Cameron Wingenroth,Great game its really fun at first but then when you unlock more things it gets more better there skilled matchmaking and clans. And it's definitely a game about patience or money when you buy sum you could either wait a will least is about 10 secs and most is like 28 days but you could spend money on gems or get a gem mine to instantly buy it. Really good game,5
Justin Kruse,Fun game and u dont have to spend to win,5
mohamad shehni,still great,5
Miguel Bacalso,Good Gams,5
Dana Madonia,I love this game but it doesn't load up on my phone amymore?!,5
hit n run,okay naman,4
Jeion Mar Quismundo,Cool,5
ed bomb,awesome,5
Mustafe Omar,Good game and tactical,5
Dominiq Pryka,Good,5
Rubell Bandino,Gud,5
TheToasty,Great game Would highly recommend if you like clash royale or brawl stars,5
angel299,it's so good,5
Yugus bin Yadisun Yugus,Good color,5
Edison Tamim,Nice,5
David Liyati,Lovely,5
roy prawirosastro,Sepuluh tahun.... Masih belum bosen,5
Siruj B,Nice game!,5
Angelo Barredo,NC game,5
pan zawe,gg,5
Masom Masom,خیلی خوبه من یه تان۹مکس و یه تان۸مکس دارم فقط یه مشکلی داره که واسه ارتقا دادن خیلی زمان میخوا مثلا برای مکس خمپاره انداز برای مکس تان۹دو روز طول میکشه لطفا یکم زمان هارو کم کنید با تشکر ❣️❣️,5
Isacar Leon,Magical,5
Nicholas Zimmerman,"I love COC, always have even when I was playing this game 5 years ago. But whenever I tried to recover my account going off of the information from screenshots from 2017 they ban me for 31 days. I was just trying to get back into the game and have a little fun before I go to Boot Camp on April 18th. But now I can't even re experience the game until a few days before I leave. So thank you COC support you have ruined my fun and hope that I can recover my old account.",2
Ruben Gutierrez,"Unplayable. After downloading previously within the last 24 hours, the game was working fine but after time of grinding and playing through the game, the app would close itself upon launch. I'm not sure if this is coming from my phone or because there isn't enough RAM on it, but regardless this game is unplayable, and I would highly recommend a device that has alot of MB of space.",3
Krishan Chouhan,Best game,3
Md Ali Hossen Shaon,Nice!,5
Jacob Taralulu,The game is nice and easy to play but also challenging,4
Gramer Montes,Its very nice game your mental is gonna increase,5
Richmonne Estrera,Pls don't download this crazy app,1
Tremell Daniels,iiy,2
DaWolf,This is a really good game. It's a nice way to pass time when I'm bored. Also it would be convienient if you guys could add something where when upgrading or building things and there aren't enough builders there's a queue for other upgrades or builds.,5
Wesley Hukins,Awesome,5
John Michael Libon,Nice,5
Farhadmdfarhad197 Khan,Nice app,5
Dr Mgk yt,Nice,4
Ernesto Jr Jumaway,It's been 3 days 😠 Why you don't fix the bug I can't play because when I start the game it's turn back. 😭 I can't play,1
John Dave Garcia,NICE GAME,4
Every Game,Very good,5
Garrett Tingley,A very good game,5
Zakir lee,Nice,5
Md Nayem Islam,Good games,5
rolando ambal jr,great fun while playing,5
Damien Reece,Absolutely love the game,5
Yunus Malunga,"Easy and simple game, but you have to consider time taken for constructions, reduce it, but all in all its fine",4
Gino Almario,I love this game!!!,5
Evil Incarnate,Wont work on chromebook just exiting the app instantly Ive tried other chromebooks too,1
Marielle Salvador,Enjoying this game so far. 👍👍👍,5
Ahkam Khan,Awesome game but there is very much upgrade time issue,5
yogendra rawat,Supercell please send me supercell verification code still not recovered from my account,5
Juan Gabriel,Best game ever,5
Kevin Brown,Had to reset my phone. The supercell verification system is not sending codes. No one in the online chat is responding to the ticket I opened. Very unprofessional.,1
Jm Castillo II,VERY NICE,5
Virgilio Bulante,Love this games,5
Peterjohn Gempesaw,It's so good,5
victor nassif,"This game is really good, I'm really enjoying it",5
Sean McGregor,"Good game but the developers are terrible. They cater to pay to win people and strategies that are overpowered and boring. And rather than fixing problems they just add more content that's only available to the 1%. On top of that, the builder base matchmaking mechanics are hopelessly broken, you rarely get a fair chance at winning. And since this game is too pay to win it deserves no better than 2 stars, but due to the incompetent devs it gets one, do something and I'll up my rating.",1
Abdulwahab Haji,Coc is very beautiful game i loved it so much. But i hat some times because i need our country flag (🇵🇰 pakistani flag) i request coc please add this flag .,5
Alma Embalsado,very good games,5
Lj698,10/10 extremely good just dont rush ur th,5
James Mcgarry,Amazing,5
Tilo Borja,This game is awesome!,5
SHUJA BAIG,good,5
Bob hafiz Bob hafiz,Very satisfy,5
Zachary Lup,"Games fun the main bit is fun the time it takes to upgrade is ridiculous mabe if there were speed ups or reduced time and the night zone so hard to get materials the fights are annoying to deal with and its like every time the other person attacks the get 3 stars in 30s. But overall the game is fun, and very underrated sorta",4
Bagus Sastra,Love it,5
yaserbangoooo,nice job great game,5
Oftenly_Called_Aaron,A game as good as it was during its peak.,5
umair jee,I love this game,5
keith lawrence,Love this game,5
jacob schumacher,A Great time consuming game,5
Greenboui,This is a very good game. You have to grind a little but other than that it is a really good game,4
Raju Kumar,Good game,1
Smalls Vidal Boland,Gold,4
Thakor Parth,Wow,5
Masum Parvez,Love this game,4
Tharinda Divyanja Ruwan Pathirana,💪🤟✋👍🥳🥳🥳🥳🥳😁😁😁😁,4
fergus brooksbank,very good because you don't have to get stressed,5
Mohammad Rizal,Game nyaman untuk orang yang suka santai dan sudah lelah dengan game competitive lain.,5
Shawon Monowar,Pretty good game..recommended 🖤🖤,5
ve1ocit9,Amazing Game 👍👍,5
Tuff_ Cut,So interesting that I forgot to rate 😛,5
Ali Ahmed,احسن لعبه في العالم وستح وخمسة نجوم واكثر بامايت مارة,5
Vaseet Ali,This game is good but whenever I login it does not work and black screen appears.,5
Laurie Bingo sqish,I never played the game before but I bet it's the best game ever but brawl stars is fun to,5
takalani rejoyce,One of the best ❤️❤️,5
Hakken Gotoru,Amazing the nice 👍,5
Mitchell Gallup,Everything's good. I've spent like 50 dollars for you guys. I just want someone to hop on fixing the create a clan button I have all of the requirements yet the actual purchase to create the clan fails everytime. The games fun but it's got some major lag issues. Can someone email me back telling me it should be fixed?,3
Priyanshu Mishra,Awesome game❤,5
sandeep singh,Not good,1
Supratim Chatterjee,This game is awesome,5
Cute Kamina,Time pass accha h😂,5
Zahoor Ahmad,Tati game,5
Nader gholipour,best game,5
Samuel Oviedo,lol porno puto lol,1
Gaurav Sharma,Vfs,5
Samir TR,Old is gold,5
Ahmed Al Amin II,What a game,5
Lucas Ott,Very active on the game and it a good game plus addition I think can grind for at least 2 hour very good game,5
DxTito Ķ.Ĺ.ß 7T,Nice 👍👍👍👍,5
Chetan Mathre,Awesome game,5
KizarU Shishigami,Imissyou,5
Josim Ahmed,good app,4
Sunbal Zia,Good game,5
dfm5608,"Having a bad attack with the builder base, checking on the opponents attack to see that they've already doubled your percentage, then waiting two minutes for their attack to finish is the least fun I have ever had. Just let me attack again if they've already beat me..",3
MOHD ARHAM,Hello supercell i want to recover my coc village my phone was stolen and i dont know my google password and gmail but i know my name cod and clan th level and whwn i go to help and support they say that unfortunately we can't do anything please recover my village,4
ARƗTএ,My favorite,5
shrety ABID,Good,3
Ali Games 12 - علي قيمز,حلو بس,3
BJ Thomas,Love it,5
ZuRa DeMe,The best game 🎮🎮 🎮🎯 🎮 🎮,5
Al Evans,So addictive. One of the best games there is.,5
mehdi asgarian,Good,5
Rolando Beb,I really like that game.,5
Dean Uddin,Its a brilliant game I enjoy the game its really fun,5
Germán Gavagnin,Increible,5
SA Gaming Point,It's not a heavy graphics game. It's only a gane of strategy.,4
aakash sharma,Best game,5
Lenny Lawrence,best game ever...,5
Nayanmoni Saikia,Best,5
Shanaka Kasun,Lovely game💕💜🤤,5
অজানা প্রেমের কাহিনী,💓💓Nice ❤❤,1
Raichel,troops 0 IQ,1
Jordan Ross,Friends finally got me to try this game. Gotta say at first I didn't understand the point. Been a week and I'm loving it. Very addictive!,5
Monojit Das,😉,4
Smitjanco 326,Love it,5
Santoles Kizito,"This game use to be fun, not anymore 🗑️🗑️🗑️🗑️🗑️🗑️🗑️🗑️🗑️🗑️🗑️🗑️🗑️🗑️🗑️🗑️🗑️🗑️🗑️🗑️🗑️🗑️🗑️🗑️🗑️🗑️🗑️🗑️",1
RITIK SRIVASTAVA,very interesting game and my favourite but I am giving it 3 star because of worst loding system,3
Babu Kannan,My childhood 😍,5
Elijah Peredo,"Fun to experience and battle, there's many things to do from building your base to fighting others with your troops. In my opinion it's very entertaining.",5
A Google user,I know this game is so nice but humara world chat remove Keya aapne ye sahi idea nahi tha this is your wrong desgion. So please world chat ko again' baps la do Coc main then I give you 5 star rating ♥️,3
Safety World,Best game,5
Leyvi Bruha,"Got a new phone and tried to get my old base back, told me it sent a verification code to my email and never got anything, tried like 10 times and didn't work, customer support didn't do anything and never answered my emails",1
Joren Cardozo,Nice,3
Manisha Dhanawade,I like this game but not on the game,1
Mody Mohamed,ممتازة,5
Mohammad Didarul,Nice,3
Tasfiah Islam,Awesome,5
Abidhasan Russell,This game my emotion Very nice game😍😍,5
Rj Rajib,Wow,5
Sagar Das,Jast time pas,5
John Lugo,Game keeps crashing and not loading properly. It gets annoying cause I am trying to get on the game and do my war attacks. There are times when I can't get on and miss my attacks. If you could fix this it would be great. Got a new phone and it seems to be a lot better so far no crash and game loading a bit faster and I am glad,4
Dahntey Cupido,This game is the best,5
Md Arju Shak 2020bd,Nice game,5
Abir Shikder,Nice,5
Nuri Nuri,Nyc game,5
Sankalp Narayan,It's awesome,5
varsha singh,Best strategic game very addicting game play it once then say aboutb it,5
Mohibul Islam,Oswm,3
SHEIKH SHOHEB,Very good game,5
arki water,Very great game gone login again,5
Laqshya Sharma,"Very good game for Brain,strategy",5
sourav sahu,not that good,3
Raiden arciaga,Namo codm,1
Om Bhosale,Good game,5
NOSLEN YASYAGAMUS,"I really hate when i attack someone and it always tells ""reload game"" I really hate it cause i am a push trophy player.",1
Albino Herado Dayupay,What the Hell Supercell?.....Can You Fix that Loading Issue?......We Cant Access to the App......It Keeps pop up with a BlackScreen......Its Really Annoying....can You Fix That Issue?......Because Im Part of the Players that Really Worried about.....Bacause of that Issuee........Plssss Fix that As Soon as Possible.,1
мя.Bardia,Hi this game is so cool I love this game is so good,5
Chandhu Shetty,Nice game 👍,5
Lucas Pautzke,"Losing another star after watching how it's been going last couple of days, constantly getting hit by people at 1 or 2 TH above me, and I can only attack people 1 or 2 TH above me, can't keep trophy count fair at all, down over 120 trophies because play does not seem to be fair, this has been happening for me since TH7",1
Ujjal Kumar,Nice.........🤩🤩🤩🤩🤩🤩🤩🤩 Game bet are paeicen are important on this game enjoyed and play coc best of luck,5
Qaseh Qistina16,👎😑,1
LonelyTore,wizard has a sexy moostard keep it up zuppersel,5
mamal h,there is a bug when you want make new account .supercel id cant log in,4
mary may,may may 2022,5
N Tutull,Very wonderful game,5
Hatwan Hiwa,🖤,5
Padma Mondhe,It's a very interesting game,5
Pooja Sharma,Best game Op game,5
Jaymark Maluluyun,na kakatawa mag laro ng coc ang daming papalang mag lalaro nito kahit lumana,5
Max Belov,It's a good games,5
Demetre Aragveli,Its good but not,3
MACRO GAMER,Super cell their is guy named you he is disturbing my clan by promoting some fake apps for making gems in coc he is disturbing as in past three days plz do anything and in future update add a block feature for blocking these kinds of people,4
Shinu Hangshing,I really enjoy,5
Tushar Shuvro,Good,3
Joseph Martinez,Very fun and challenging,5
Fayaz Ahmad,Nice game bro,5
Sajjad Sajjad,"Everything is a good game, but not the flags of the whole world, or at least add the flags of Afghanistan 🇦🇫and Iran🇮🇷 in the new update. Please 🙏",5
kelly rand,Good game,5
Ankit Butolia,Good,5
Samuel Drain,Great game,5
GAMER YT,Super,5
Aditya Dangi,Nice game,5
Nicole Girlinghouse,Amazing game that totally supports F2P players and holds my attention a great deal of the time.,5
Angel Sierra,Good games,5
Francisco Garcia,"Supercell won't let me update the game now I can't play it anymore!! Supercell can go to hell!! They refuse to answer questions, they don't want to hear from anybody!",1
Prince raj,🤩🤩😍😍😘😋,5
مجتبی اسحاقی,ok,5
Gavin Crowley,It's a really good and fun game,5
A Google user,super@@,5
Abhisek SK,Nice game my favourite..Clash fo Clans,5
Meher Nigar Nafisa Nafisa,This game is op my twon hall is level 7 l have a king,5
Pavan Pandhre,It is awesome game for smartphones or i like strategy games,5
Somebody Unknown,Nothing to say,5
Sujatha A,Good game but you can put EZ events to play and get gems,4
Raj Nepali,Ok,2
Ankit Kumar,Op game,5
M gaming YT,So nice,5
Mahipal Kumar,Love this game takes a lot a time but fun to play clan wars cwl and so many things oh loved it so much,5
Jasmin Rose Violon,Addictive gAmes,5
Divyam jeet Barik,Good game,5
Amir A,very good game but can't play free and certainly must be spend money,4
Krunal Bantri,Nice game,5
Aɾριƚ Tყαɠι,I used to play this game 3-4yr ago but still I love this game . The one thing that I don't like is Increasing size of this game 😔😔,4
dsp pandu kantam,Fantastic game,5
LiteX Gaming,Very excellent game I just loved it,5
Aslam Mulla,Supersell please give me 10000 gem please,5
Erin Lachine,It's just the best game ever,5
ZAID FF,"i basicly attack base people using Goblin Hahaha what a good Farming,And old game so good",5
Mohamad Mohamad,Nice game,5
A Google user,Sensational peice of graphics Super game but one problem update need lots of days try to reduce timing .,5
Manan Parmar,Ok,5
raja gokul,good,5
Md Sharif,Good night,5
Jayadevan VN,Op,5
Amb D,"I love super ell, both coc and clash royale are great games.",5
Jayesh Salvi,Best game.,5
Ekta Singh,Tagro game h kr lyo download,5
Always Gaming,Cccccçccccccccccccccc00000000000ccc,5
Dipanshu Sehrawat,I Love this game so much ❤️😍🙏🙏,5
ALFA GAMER cod,"This game is good but laboratoy need some buf . After reaching leavel 12 trops upgread take long time . We should see a change about this we should upgread 3 different items same time like trops ,spell, seaig matching at same time 1 trops take 14 days to upgread this is not properly balance. There somany. Tops spell ans seaig to upgread. Supercell should blace it and give us multyple trops spell and seaig to upgread same time",3
Abhi Chauhan,This is a good game,5
Sheyhee Sinio,"Solid player, since 2018 ❤️",5
Firoj Sk,It's Nice game is coc👌,5
Maya Yadav,Nice,5
Arsh Sekhon,Nice game,5
Rachel federspiel,It funnnnnnnnnnnnnnnnnnnnn. Nnnnnnnn nn n nc fncjnc c cbch b bc c cb b hbcc. Bh b bc c. B h hx x nxj n. Cbxudhdbfbichdbdbdhdudjdbdbdhxuxhdbdbchxhbdhfuxbfbfbhxuxhdbdbdjxuhxhdbdbdhxhxhhdbd f fcbhcbxbfc,5
shilpa sakpal,"I say, its good game and we need patience.",5
Hetal Chauhan,Awesome,5
Anil Dhotre,"I play coc on my pc , my mom`s and dad`s phone so I have many accounts",5
Mike Andersen,It is fun,5
Kelven Rai,Shreya,5
lwinmin thant,Good,4
Prabin Rai,Please Back World Chat,3
Manormani Enkersamy,Hey devs I'm having a problem I downloaded this game 1 year later and I played for 1 day and suddenly the next day I try to enter back again and it says villagers need a break and I cannot enter in my supercell ID to login and even if I did it would say my internet connection is low(My internet connection is very fast and completely fine) plz fix this For now I'm going to delete it,2
Pavanaganga Ganganagoudar,I don't understand where I am loosing my gems,1
Sachin Yadav,Plz help me supercell to found my id unlock code...,5
Ijoe Pupoez,Preeet,1
Ankit s,This is op game,5
the skull 2021,Amazing,4
sʜɪᴠᴀᴍ ᴘᴀɴɢᴀᴍ,Nice game,5
Dibyajyoti Samal,This is best multiplayer battal game,5
Pc Sakil,Jos,5
Cheese Lover315,Relly fun if your patient,5
BeAsT 4 4 4,BEST GAME EVER PLAYED......... GAME DEVOLOPERS ARE SUPER GENIUS,5
Alan Amaladhas,Nice to play,3
Veteranx Galgarin,The game is awesome and i have friends thanks sp,5
Potie Martin,Very great,5
LS Gaming,Open,5
motivational master,This game was crashing again and again why I face this problem,1
Firoz Ghandhi,it is realy amzing game i like this game my favoutite game best gamr in gujrat,5
Sadin Sikder,🤗🤲🤲🤲🤲🤲🤲🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗,5
Maria Balles,"It is the best game I have, after school this is what I look forward to. There are no ads, and progress is slow but that's ok with me. And plz make troops a little challenging but not so much to get. Keep this game going my fav at the moment. And when is clash heroes going to be global?",5
Fidal Sudheer,Worst game ..it's not working..I installed many times but still it's not working..,1
Milad Najafizada,Perfect game mobile to play . Good graphic good game play and etc.,5
Syed Saqib Ali Shah,"I want my country's flag, pakistan's flag",1
YASSIN ADAM,Great game❤️❤️❤️❤️,5
Rechelle May,i love t,5
Omr Gazi,Good,5
Ye Thi Ha,good,5
ramadevi k,Its a folish game u know it is not even opening most of the times,1
MD. Sagor,Nice,5
kengi resendiz,The game is a mix of strategy and creativity,5
Loris Citaku,Best game ever,5
Assia lhssane,لعبة ديال بيستي,5
Shuhaid Al,🥰🥰🥰🥰❤️❤️❤️❤️❤️❤️🥰🥰🥰🥰🥰,5
Khan Khan,Supper game,5
aso hawlery,Nice game,5
Sai Harshith,Super game I will rate for this app,5
abcd abcd,This game is very impressive,5
Bruno Angel,it is rilly fun,5
kashish Nanda,Game is best but if you seen the gameplay photo's you think it's very easy game but it's not very hard this game is op and beautiful graphic i say that this is best please try and play this game,4
Selvi Paulraj,Top 1,5
cristian jake,great game,3
Keshab Sharma,Best game ever,5
kush Dey,Ilove coc,5
Basim Bazaz,☺️☺️☺️👏,5
DEVIL_OP GAMING,This game is so op but the problem is I am having one problem that is when it's loading after some minutes It automatically goes to home screen pls fix this problem supercell,5
Anuraj Blog,I like it.... Please develop 360 degree rotation...,5
Abhishek mandavi,Having fun with coc,5
Emmanuel Hernandez,"This game is really fun and cool but it is really time consuming. Also, the walls are pretty annoying sometimes on how expensive they are but other then that it's a really good and fun game. People should try it out!",5
Sanjay K,It's not working Vivo y91i mobiles.😔,1
Josh Garrard,Its great,5
David Nicolas,Very interesting,5
Mateo Trujillo,Very not stinky,5
Indica King,Yall should make the reward road longer like in brawl stars. You give so man extra challenges to complete and no rewards to get for completing the challenges. Therefore no one will do the extra challenges for free. And more magic items or maybe skins for all characters not just champions.,2
Hridoy Dash,Nice gmaes,5
Michael Jeff Galagar,I'm enjoying this game😗😗,5
Gopal Sarker,I love the game,5
Rifat Ahmed,Good,5
Ruth Nana Akua Ani,Kühl,5
kavin kavin,Super⚡⚡⚡⚡⚡⚡⚡🌍no1 game,5
jayson alfiler,Wla,5
SK JUNAID HOSSAN,Nice,5
Ättåñkシ SP,👍,5
Shiragavi Sandeep,🤩🤩😘😘,5
Fluid,pretty good,5
Md Rana,All so good,5
Shaykh Shaarukh,Suooooooper cooool and political maza,5
Archana Suresh,Actually the game is very challenging and I played this game in 2017 but that account is now not with me and this my new phone I started once again from townhall 1.,5
Trey Combs,Love it,5
Hishma Azam,The game is good now,5
RK Vishwakarma,It's very good game 😎😎😎😎,5
EJ,amazing!,5
The Majestic AuRA of Music,For lyf 😗,4
patrick abanilla,Good game to spent time,5
Purnima Das,I love this game very much 😍😍😍😍 ⭐⭐⭐⭐⭐This is best game in the world presented by supercell . Thanks,5
M Z MOVIE,Do something new,1
Somnath Bhairamadgi,I love this game.I have my TH 9,5
A Google user,Personal break sucks,1
Shalom Shalom,Punjab punjabi song🎵 is the best👍💯 for the rest is history and the rest of us can do for you❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ ur day of school and I love no one is for a few months ago I don't know what I have been able too and g,5
Mukesh Joya,I like this game so much . So if you have more updates so bring it in this game.,5
A Google user,Very easy and very good game,5
The White Knight,very good egg,5
Lula Xv,Like it,4
Mrunmay Amare,This game is not opening whenever I try to open it ; It kicks me out of game .,1
Alistair Pirie,Very fun strategy game. Takez some time to get into,5
MD Shakil,Great,5
Mark Ceriales,Yeah,5
Rakibul Islam,Really I love this game.But it's upgrade time so boring😐,5
Leo Allen,AMAZING!!!! No any other game can beat this because OMG...!! I can't stop playing it. Also the best thing about it is that it has no adsss. ❤️❤️,5
Sohan Sk,Sexy,5
RAHUL GHULE,I register my th13 account to supercell Id then I lost my village. And the help and support is also not responding what should I do guys,1
Md Rofikul,Nice,5
lm MILLAN,👊💖💖💖,4
ALdrin SEgarra,incompatible,1
Mohammad Sadam Noori,sadam,5
Naman Batar,Best strategy game.I love it .☺️☺️😇😇☺️😇☺️,5
ヨツヤMiko,"I'm on th 6 now i maxed all except my mine and collector, I'm still upgrading.My only problem is when i search bases that imma about attack, the trophies are very low, sometimes a th8 with a 1 trophy, what i'm supposed to do with my trophy pushing of that amount of trophies,pls if there's any problem about the trophy, fix it. I love this game.",3
Numan Naik,Best game but need more free items🥵,5
Rettic Barman,Nice game,3
Yodha Farrel Mahandhika,Client and server is not syncronized.,1
Nestor Antolihao,Very good game,5
Siti Khalijah,Deez nuts,5
Aya Shimmery,Nice🙃,4
Jayesh Garje,Good,5
Emotional Boy,nc,5
Deepak Singh Rawat,Hello i want that there must be a option for selecting same members in war..... Because if you have maximum player for war u have to select one by one..... So their must a option to select only previous player for war..... Its save time.... Plzzz update it...,5
Sabbir Ahmed,Good,5
Embrexx THE REAL ONE,good,5
Legend Aditya,i have just one problem the game always crash,1
صلاح المرشدي,good,4
Marc Abarca,It's okay for me haha,5
Ishant bisht,Best game,5
Shurima,"Fun,been playing it since it released good old times",5
Japneet Singh,Very nice game but a problem i need only 500 dimond and you gave me Thank you,5
Jaro Castañeda,Nice app,5
Dwayne Pikari,It's a good game to play,5
Eli Cagle,Kills lots of time and fun to play!,5
Inayah Awais,Im playing this game from 2 years i love it its awsome but the only bad thing is that we dont get our troops back which are left in battle,5
Md Samim Natore Md Samim Natore,"Any torps or defence update time komano dorker,,, sot time dorker",5
Manendra Chhantyal,This is my favourite game but it don't work in my mobile😭😭😭😭😭,5
Monya Gibo,Just Owk,5
Rejean Yamido,Good,5
Ayush baluni,Very intrusting game in my life,5
Shravan Dev B,Best game,5
Jorge Bernal,GG,5
Kotaro Kashima,I love how my old clan was restored and not forgotten,5
Vignesh Vigneshwarwn,Waste,4
aninda dip,sometimes it doesn't load. the pink bar gets full but still it doesn't open,5
prem 111,Not opening problem,2
Thaddeus Wolfaardt,One of my first games i ever played and one of the best keep up the good work,5
Barshat Gaming,THIS GAME IS SO COOL MY FIRST ONLINE GAME BUT THERE SHOULD BE NEPAL'S FLAG TOO,5
Marjorie Alcance,Nice game for me,3
Zaijin Vedarozaga,"boring without the global. unlike during 2016. this game was more popular than mobile legends back then. bring back the global feature lol, people can't flirt without that xd just kidding but please we want the global chat again, it's so hard to find a decent clan.",3
TU GAMING FF,Superb ❤️ Game,5
Md.Foysal Molla,Best strategy game,5
Devansh Gangwar,I can't received code in my second phone 😈😈😈😠😠😠😠😡😡😡,2
Nitin Goel,Nice game I liked it but there is one problem if you have to send friend request to your friend you want a full code,5
varshan 777,super,4
Zaq,good game,5
Alex,💖,5
Riley T,good,5
Anime Yeyt,"Loading screen is taking so long, and the game is taking a lot of my time just to have a perfect star. And my friends account, after seeing the progress, retains the same outcome prior to the last log out (like time did not).",1
HARI J,Best build game in the world❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️💗❤️💗❤️💗❤️💗❤️💗❤️💗❤️💗💗❤️💗💞💗❤️💗💗❤️💗❤️💗❤️💗💗❤️💗❤️💗❤️💗❤️💗❤️💗🐰❤️💗❤️🐰❤️💗❤️💗❤️💗❤️💗❤️💗❤️💗❤️💗❤️💗🐰❤️🐰❤️💗❤️💗❤️💗❤️❤️💗❤️💗💗❤️💗❤️💗❤️💗❤️💗❤️💗❤️💗❤️💗❤️💗💗❤️💗❤️💗❤️💗❤️💗❤️💗❤️💗❤️💗💗❤️💗❤️💗❤️💗💗❤️💗❤️💗❤️💗❤️💗❤️💗❤️💗💗❤️💗❤️💗❤️💗💗❤️💗❤️💗💗❤️💗❤️💗❤️💗💗❤️💗❤️💗❤️💗💗,5
Mg Hein Htet,i like my games,5
Jot E,Very very nice game,5
Martin S Martins,Lovely. 💋,5
Gilmaan Aamir,👍,4
David Thacker,Another app that you have to spend money to grow and enjoy,2
Cesar Cuervo,So cool 😎,5
Devan PRAVEEN,Suppey,4
RAHUL NAILWAL,Coc is a good game,5
Love Aung Myo Thant,Good Game,5
Sardar Sazid,👍🙂,5
A Google user,"Super Game .. But ,Please add Tajikistan's Flag . Tajikistan's Flag to this game. Here in Tajikistan we adore this game. Cz of this i hope that you will add our flag .The best game for mobile phones . Better than free fire😉",5
Sanjay Kumar Pandey,Good game,5
Vinay Kumar,This game is good but as usual like every game a little bit of pay 2 win,3
Binayak Art School,Good experience,5
Rana Rathod,Op,5
M.NAVEEN KUMAR,good,2
Rechelle Delosindo,Two thumbs up,5
BD WADU,Started from 2015 it's 2022 now still love this game,5
TASINS EMPIRE,Good but it need some improvement.... If we can talk with our clan members it shall be great,5
aqiliman ardy,How to change da acaun yuh,5
Carmelo Narlo,Like the game,5
Rishank gautam,I need to open many times a day this game for collecting gold and exiler .,4
Ro Jo,Removing world chat made this even more boring like the game already takes so much of time in waiting for buildings and upgrade but removing the chat system even made it worse,1
Issaki Durai Isaak durai,😎😎😎😎😎,5
Colten Maupin,Or clan Colt 1911 lvl 19 was hacked and all our accounts were kicked....the best we got from supercell support was to make a new clan...what a joke,1
Marc Zafron Pabillaran,I love this game because you can attack every time you want andyou can build a village so I love this game.,5
Mohammad Shahidul Islam,I love this game . Thanks for made this game,5
Anjali Saini,Like like like!!!,5
Sary Bala,Игра топ,5
Shahid Chambial,Good,5
Kamala Pokhrel,i like it a lot but it isnt available in other devices,4
Hamim Ahammed,Good,4
chuba jamir,Please fix this issue of ending the game in the process of attacking if network goes or server down. The attack must continue while logging in back. Please fix this,4
Somen Maji,The game is pleasing,5
Zide Gamer,The game's great and I love this game💜,5
Gw Daksh,Very good game.,5
Crown gaming,Very nice game 👍🏻👍🏻,5
Biplab Halder,Jio,5
๛VIBRATING ๛BEAST,Well graphics,5
Shobha Yadav,It is training of army but one problem there is no fb account login so it is good,5
BAD SHADOW,Best,5
Sagar Goswami,Super ♥️♥️♥️,4
Phanna Mey,It's good,4
ulindu arosha,nice,5
Vikram Kumar,I loved games🥰,5
Mohammed_king محمد كينج,I'ts Good Game I am played clash of clans befor 2 years,5
Ria Morgenstern,Good,4
Saikiran varma,Nice game♥️,5
Rachana Creation,In my mobile this game is not open why🤔,1
Love Boparai,I want flag of qatar,5
